ID,Month,Day,Year,Site,Common Name,Length mm,Sex
2-13-03_5,February,13,2003,5,Dungeness Crab,85,M
2-13-03_5,February,13,2003,5,Dungeness Crab,82,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,80,F
2-13-03_5,February,13,2003,5,Dungeness Crab,80,F
2-13-03_5,February,13,2003,5,Dungeness Crab,50,F
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,45,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,85,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,55,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,40,M
2-13-03_5,February,13,2003,5,Dungeness Crab,50,M
2-13-03_5,February,13,2003,5,Dungeness Crab,60,M
2-13-03_5,February,13,2003,5,Dungeness Crab,60,M
2-13-03_5,February,13,2003,5,Dungeness Crab,60,M
2-13-03_5,February,13,2003,5,Dungeness Crab,30,M
2-16-03_2,February,16,2003,2,Bay Pipefish,190,
2-16-03_2,February,16,2003,2,Bay Pipefish,155,
2-16-03_2,February,16,2003,2,Bay Pipefish,280,
2-16-03_2,February,16,2003,2,Bay Pipefish,130,
2-16-03_2,February,16,2003,2,Bay Pipefish,160,
2-16-03_2,February,16,2003,2,Bay Pipefish,150,
2-16-03_2,February,16,2003,2,Bay Pipefish,170,
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,150,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,140,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,125,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,100,M
2-16-03_2,February,16,2003,2,Dungeness Crab,100,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,85,M
2-16-03_2,February,16,2003,2,Dungeness Crab,135,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,140,M
2-16-03_2,February,16,2003,2,Dungeness Crab,140,M
2-16-03_2,February,16,2003,2,Dungeness Crab,155,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,145,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,135,M
2-16-03_2,February,16,2003,2,Dungeness Crab,170,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,40,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,115,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,115,M
2-16-03_2,February,16,2003,2,Dungeness Crab,150,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,145,M
2-16-03_2,February,16,2003,2,Dungeness Crab,115,M
2-16-03_2,February,16,2003,2,Dungeness Crab,140,M
2-16-03_2,February,16,2003,2,Dungeness Crab,100,M
2-16-03_2,February,16,2003,2,Dungeness Crab,150,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,170,M
2-16-03_2,February,16,2003,2,Dungeness Crab,170,M
2-16-03_2,February,16,2003,2,Dungeness Crab,130,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,F
2-16-03_2,February,16,2003,2,Dungeness Crab,103,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,M
2-16-03_2,February,16,2003,2,Dungeness Crab,120,M
2-16-03_2,February,16,2003,2,Dungeness Crab,100,M
2-16-03_2,February,16,2003,2,Dungeness Crab,110,F
2-16-03_2,February,16,2003,2,Polychaete,,
2-16-03_2,February,16,2003,2,Shrimp,,
2-16-03_2,February,16,2003,2,Shrimp,,
2-16-03_2,February,16,2003,2,Speckled Sandab,65,
2-16-03_2,February,16,2003,2,Starfish,,
2-16-03_3,February,16,2003,3,Dungeness Crab,70,F
2-16-03_3,February,16,2003,3,Dungeness Crab,100,M
2-16-03_3,February,16,2003,3,Dungeness Crab,50,M
2-16-03_3,February,16,2003,3,Pacific Herring,90,
2-16-03_3,February,16,2003,3,Pacific Herring,85,
2-16-03_3,February,16,2003,3,Pacific Herring,108,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Shrimp,,
2-16-03_3,February,16,2003,3,Speckled Sandab,35,
2-16-03_4,February,16,2003,4,Dungeness Crab,40,F
2-16-03_4,February,16,2003,4,Dungeness Crab,40,M
2-16-03_4,February,16,2003,4,Dungeness Crab,45,M
2-21-04_3,February,21,2004,3,Dungeness Crab,90,M
2-21-04_3,February,21,2004,3,Dungeness Crab,100,M
2-21-04_3,February,21,2004,3,Dungeness Crab,130,M
2-21-04_3,February,21,2004,3,Dungeness Crab,90,M
2-21-04_3,February,21,2004,3,English Sole,45,
2-21-04_3,February,21,2004,3,Shrimp,40,
2-21-04_3,February,21,2004,3,Shrimp,40,
2-21-04_3,February,21,2004,3,Speckled Sandab,66,
2-21-04_3,February,21,2004,3,Speckled Sandab,65,
2-21-04_4,February,21,2004,4,Dungeness Crab,85,F
2-21-04_4,February,21,2004,4,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,50,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,60,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,140,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,60,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,120,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,100,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,110,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,120,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,70,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,60,F
2-21-04_5,February,21,2004,5,Dungeness Crab,40,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,F
2-21-04_5,February,21,2004,5,Dungeness Crab,80,F
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,60,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,130,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,120,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,Dungeness Crab,60,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,80,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,110,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,190,M
2-21-04_5,February,21,2004,5,Dungeness Crab,120,M
2-21-04_5,February,21,2004,5,Dungeness Crab,100,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,90,M
2-21-04_5,February,21,2004,5,Dungeness Crab,70,M
2-21-04_5,February,21,2004,5,English Sole,40,
2-21-04_5,February,21,2004,5,English Sole,40,
2-21-04_5,February,21,2004,5,English Sole,160,
2-21-04_5,February,21,2004,5,English Sole,160,
2-21-04_5,February,21,2004,5,English Sole,40,
2-21-04_5,February,21,2004,5,English Sole,60,
2-21-04_5,February,21,2004,5,English Sole,70,
2-21-04_5,February,21,2004,5,English Sole,50,
2-21-04_5,February,21,2004,5,English Sole,130,
2-21-04_5,February,21,2004,5,Pacific Herring,70,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,140,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,120,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,110,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,130,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,70,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,40,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,70,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,70,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,50,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,70,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,50,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,60,
2-21-04_5,February,21,2004,5,Staghorn Sculpin,70,
2-21-04_5,February,21,2004,5,Starry Flounder,100,
2-21-04_5,February,21,2004,5,Starry Flounder,170,
2-21-04_5,February,21,2004,5,Starry Flounder,110,
2-21-04_5,February,21,2004,5,Starry Flounder,130,
2-21-04_5,February,21,2004,5,Starry Flounder,130,
2-21-04_5,February,21,2004,5,Starry Flounder,240,
2-21-04_5,February,21,2004,5,Starry Flounder,190,
2-24-05_1,February,24,2005,1,English Sole,46,
2-24-05_1,February,24,2005,1,Speckled Sandab,47,
2-24-05_2,February,24,2005,2,Shrimp,60,
2-24-05_3,February,24,2005,3,Shrimp,50,
2-24-05_3,February,24,2005,3,Shrimp,42,
2-24-05_3,February,24,2005,3,Shrimp,55,
2-24-05_4,February,24,2005,4,Shrimp,50,
2-24-05_4,February,24,2005,4,Shrimp,40,
2-24-05_4,February,24,2005,4,Shrimp,50,
2-24-05_4,February,24,2005,4,Shrimp,50,
2-24-05_4,February,24,2005,4,Staghorn Sculpin,40,
2-24-05_4,February,24,2005,4,Staghorn Sculpin,50,
2-24-05_4,February,24,2005,4,Staghorn Sculpin,50,
2-24-05_5,February,24,2005,5,English Sole,90,
2-24-05_5,February,24,2005,5,Shrimp,50,
2-24-05_5,February,24,2005,5,Shrimp,40,
2-24-05_5,February,24,2005,5,Shrimp,50,
2-24-05_5,February,24,2005,5,Shrimp,50,
2-24-05_5,February,24,2005,5,Staghorn Sculpin,50,
2-24-05_5,February,24,2005,5,Staghorn Sculpin,50,
2-24-05_5,February,24,2005,5,Staghorn Sculpin,40,
2-24-05_5,February,24,2005,5,Starry Flounder,101,
3-15-03_1,March,15,2003,1,Dungeness Crab,110,M
3-15-03_1,March,15,2003,1,Dungeness Crab,70,M
3-15-03_1,March,15,2003,1,Dungeness Crab,90,F
3-15-03_1,March,15,2003,1,English Sole,72,
3-15-03_1,March,15,2003,1,English Sole,57,
3-15-03_1,March,15,2003,1,Shrimp,,
3-15-03_1,March,15,2003,1,Shrimp,,
3-15-03_2,March,15,2003,2,Cabezon,290,
3-15-03_2,March,15,2003,2,Dungeness Crab,150,M
3-15-03_2,March,15,2003,2,Dungeness Crab,140,M
3-15-03_2,March,15,2003,2,Dungeness Crab,110,M
3-15-03_2,March,15,2003,2,Dungeness Crab,70,M
3-15-03_2,March,15,2003,2,Dungeness Crab,80,M
3-15-03_2,March,15,2003,2,Dungeness Crab,100,M
3-15-03_2,March,15,2003,2,Dungeness Crab,120,M
3-15-03_2,March,15,2003,2,Dungeness Crab,100,F
3-15-03_2,March,15,2003,2,Dungeness Crab,122,M
3-15-03_2,March,15,2003,2,Dungeness Crab,120,M
3-15-03_2,March,15,2003,2,Dungeness Crab,120,M
3-15-03_2,March,15,2003,2,Dungeness Crab,140,M
3-15-03_2,March,15,2003,2,Dungeness Crab,100,M
3-15-03_2,March,15,2003,2,English Sole,78,
3-15-03_2,March,15,2003,2,English Sole,69,
3-15-03_2,March,15,2003,2,Pacific Sandab,85,
3-15-03_2,March,15,2003,2,Red Rock Crab,100,M
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Shrimp,,
3-15-03_2,March,15,2003,2,Speckled Sandab,57,
3-15-03_2,March,15,2003,2,Speckled Sandab,85,
3-15-03_2,March,15,2003,2,White Surfperch,205,
3-15-03_3,March,15,2003,3,Dungeness Crab,90,M
3-15-03_3,March,15,2003,3,Dungeness Crab,66,F
3-15-03_3,March,15,2003,3,Dungeness Crab,80,M
3-15-03_3,March,15,2003,3,Dungeness Crab,45,M
3-15-03_3,March,15,2003,3,Dungeness Crab,75,M
3-15-03_3,March,15,2003,3,Dungeness Crab,45,M
3-15-03_3,March,15,2003,3,Dungeness Crab,80,M
3-15-03_3,March,15,2003,3,Dungeness Crab,70,M
3-15-03_3,March,15,2003,3,Dungeness Crab,110,M
3-15-03_3,March,15,2003,3,Dungeness Crab,100,M
3-15-03_3,March,15,2003,3,English Sole,60,
3-15-03_3,March,15,2003,3,English Sole,40,
3-15-03_3,March,15,2003,3,Pacific Tomcod,137,
3-15-03_3,March,15,2003,3,Pacific Tomcod,125,
3-15-03_3,March,15,2003,3,Pacific Tomcod,130,
3-15-03_3,March,15,2003,3,Pacific Tomcod,136,
3-15-03_3,March,15,2003,3,Pacific Tomcod,135,
3-15-03_3,March,15,2003,3,Pacific Tomcod,135,
3-15-03_3,March,15,2003,3,Pacific Tomcod,135,
3-15-03_3,March,15,2003,3,Pacific Tomcod,112,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Shrimp,,
3-15-03_3,March,15,2003,3,Smelt,80,
3-15-03_3,March,15,2003,3,Smelt,90,
3-15-03_3,March,15,2003,3,Smelt,80,
3-15-03_3,March,15,2003,3,Smelt,75,
3-15-03_3,March,15,2003,3,Smelt,75,
3-15-03_3,March,15,2003,3,Speckled Sandab,65,
3-15-03_3,March,15,2003,3,Speckled Sandab,45,
3-15-03_3,March,15,2003,3,Speckled Sandab,89,
3-15-03_3,March,15,2003,3,Speckled Sandab,70,
3-15-03_3,March,15,2003,3,Speckled Sandab,70,
3-15-03_3,March,15,2003,3,Speckled Sandab,73,
3-15-03_3,March,15,2003,3,Staghorn Sculpin,80,
3-15-03_3,March,15,2003,3,Staghorn Sculpin,69,
3-15-03_4,March,15,2003,4,Dungeness Crab,35,M
3-15-03_4,March,15,2003,4,Dungeness Crab,40,M
3-15-03_4,March,15,2003,4,Dungeness Crab,49,F
3-15-03_4,March,15,2003,4,Dungeness Crab,50,M
